,Optim,Data,Norm,Epsilon,Target,SuccesRate,MeanTime,MeanEpsilon,NGradient,BatchSize,Beta,Gamma,Delta,Nexample,Epochs
7,fw,mnist,2,2.0,0,0.74,2.2014515161514283,1.3762911558151245,500,-1,0.8,0.2,0.001,100,100
8,fw,mnist,2,2.0,0,0.75,4.14967875957489,1.3622366189956665,1000,-1,0.8,0.2,0.001,100,100
9,fw,mnist,2,2.0,0,0.79,8.306141335964202,1.3557262420654297,2000,-1,0.8,0.2,0.001,100,100
10,fw,mnist,2,2.0,0,0.78,16.20194645166397,1.3570797443389893,4000,-1,0.8,0.2,0.001,100,100
