,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.9555555555555556,9.286920605765449,4000,0.2,0.001
1,0.4888888888888889,4.527152215109931,500,0.2,0.001
2,0.6666666666666666,6.401700570848253,1000,0.2,0.001
3,0.7777777777777778,9.864015622933705,2000,0.2,0.001
4,0.9444444444444444,19.394981276988982,8000,0.2,0.001
