,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.9744444444444444,0.17184505197736952,500,0.2,0.001
1,0.9911111111111112,0.2114572935634189,1000,0.2,0.001
2,0.9922222222222222,0.28382651885350546,2000,0.2,0.001
3,0.9922222222222222,0.5105331614282396,4000,0.2,0.001
4,0.9944444444444445,0.7000345759921603,8000,0.2,0.001
5,0.9922222222222222,1.170542930232154,16000,0.2,0.001
