,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.33,1.2312,500,0.2,0.001
1,0.4,1.8564529490470887,1000,0.2,0.001
2,0.43,2.8235237836837768,2000,0.2,0.001
3,0.48,4.95026829957962,4000,0.2,0.001
4,0.51,6.837988302707672,8000,0.2,0.001
5,0.53,11.222369093894958,16000,0.2,0.001
