,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.1111111111111111,6.773053750726912,500,0.2,0.001
1,0.18333333333333332,12.784816114107768,1000,0.2,0.001
2,0.2722222222222222,22.926947037378948,2000,0.2,0.001
3,0.42777777777777776,30.955471675925786,4000,0.2,0.001
4,0.5277777777777778,44.4666802710957,8000,0.2,0.001
