,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.11,1.5759092712402343,500,0.2,0.001
1,0.13,2.5831773567199705,1000,0.2,0.001
2,0.15,4.014399230480194,2000,0.2,0.001
3,0.17,7.562909705638885,4000,0.2,0.001
4,0.18,10.873395402431488,8000,0.2,0.001
5,0.19,18.288774843215943,16000,0.2,0.001
