,Succes Rate,Time per attack,# Gradient Estimation,Alpha,Gaussian Smoothing
0,0.6388888888888888,0.7511385522948371,500,0.2,0.001
1,0.7466666666666667,0.964367725054423,1000,0.2,0.001
2,0.8155555555555556,1.2135266322559781,2000,0.2,0.001
3,0.8511111111111112,2.0416707515716555,4000,0.2,0.001
4,0.8888888888888888,2.5010352585050795,8000,0.2,0.001
5,0.8833333333333333,4.211979315016005,16000,0.2,0.001
